product_id,level_1,level_2,level_3,level_4,segment_id,brand_id,vendor_id,netto,is_own_trademark,is_alcohol
176ee19dc5,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,ae62b14b1d,8ffddb5ab1,0.37,0,0
176f6c868c,c3d3a8e8c6,91fb12a54a,9c7f775b69,ed996060ce,179.0,8bf7ef7616,10efe50ed9,0.45,0,0
177361fe6c,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,d3c4073308,1.0,d088332ebe,4898d01288,1.0,0,0
1773fe5f4c,c3d3a8e8c6,f2333c90fb,419bc5b424,7dbdd33c20,271.0,94370c845a,076f974da3,1.0,0,0
17742c0a9c,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,0d6f137fb6,0b09f93405,0.1,0,0
1774ae20fe,c3d3a8e8c6,ad2b2e17d2,eda7b2976b,d8172208f8,177.0,83fbbcc4e1,cdee92102b,0.2,0,0
177708b038,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,282b1aadcd,213.0,7ea2ba0e0e,db634a3277,0.45,0,0
1777a78bca,e344ab2e71,ed2ad1797c,9c70dd2a52,e47bbbab38,126.0,,d52d937443,0.13,0,0
1778ea665f,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,,47cf82bf04,0.2,0,0
177a884d8e,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,4e149e3a1d,a8ee6feefa,0.75,0,1
177ac42216,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,5bbedaf707,7d5c04d1f4,0.25,0,0
177b5da415,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,4da2dc345f,530224c5cd,0.6,0,0
17802faaf1,e344ab2e71,703f4b6eb0,8a37c27a14,8587e8dfd1,119.0,4dbb2f453f,40ecc9f072,0.265,0,0
178186d591,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,0327d35817,97f3290d80,0.5,0,0
17835e04f6,c3d3a8e8c6,f2333c90fb,78800e7c84,96e78da403,263.0,63ba6b7a61,746da387ed,1.0,0,0
17850fe3c4,c3d3a8e8c6,ad2b2e17d2,eda7b2976b,219dc891a8,308.0,10114de9c3,018d11c593,0.2,0,0
1786737fbe,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,4da2dc345f,a7ca838cb2,0.5,0,0
178958dfa4,e344ab2e71,1d2939ba1d,396463b68f,1b91a6e2ad,118.0,a21554e1f8,3b1cd35439,0.4,0,0
178c88aa03,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,,2a74768430,0.22,0,0
1790e2e5e3,c3d3a8e8c6,f2333c90fb,419bc5b424,499cfd1ba2,113.0,760f7805a5,5cad7e730c,0.45,0,0
1790f87c65,e344ab2e71,ed2ad1797c,1d7d3cc9e8,0a43e539e9,51.0,,79085f9f38,0.25,0,0
179218f941,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,3d648097f6,85.0,1616f7cbdd,c2c166af8c,1.0270000000000001,0,0
1792e2fded,ec62ce61e3,e8705574ff,4ea774ea51,1f2d0f578d,148.0,1ced8f8e25,41aa9501e1,0.08,0,0
1794b6a53c,e344ab2e71,ed2ad1797c,b25baa9dd5,51647c28e9,116.0,082560ca58,63243765ed,0.040999999999999995,0,0
1794d4a674,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,,76ad48b0e6,0.35,0,0
17950a72e3,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,0d6f137fb6,d971f79be4,0.14,0,0
17950d6cc8,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,0d6f137fb6,c1de48dd0e,0.5,0,0
1796ec0a42,e344ab2e71,703f4b6eb0,0d718a4e3b,e8ec1ce422,259.0,f656669ba7,5b13ca3a52,0.24,0,0
1797a2ff7a,ec62ce61e3,a49a930a49,b635847082,0d2fb9fe2e,35.0,0c06760fe2,f3e7cd2a2a,0.147,0,0
1797da43d0,e344ab2e71,ed2ad1797c,1f2ed5f7a5,264b237566,191.0,0d6f137fb6,254518815d,0.25,0,0
1799d99d02,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,,0aba3b644d,0.25,0,0
179bc42635,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,be9c719ecd,c7609af7c3,0.35,0,0
179c461136,c3d3a8e8c6,de6f3b925a,cf854d5a22,c1905c922c,192.0,49c0ac3ba1,39244ec75c,0.15,0,0
179c89a4c5,e344ab2e71,ed2ad1797c,0767853bf3,a5d6751e1b,14.0,349c48c711,6898af24bc,0.72,0,0
17a03bee59,e344ab2e71,1d2939ba1d,7b48f2392e,fb8f1de64c,283.0,2b5583180c,39dec0b013,0.452,0,0
17a1c78cb8,e344ab2e71,fb3d79909e,b4f6ca38b2,efbcf6d00c,230.0,357290101d,63243765ed,0.085,0,0
17a2144b7c,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,b8238a6b5d,251.0,cadbb00d02,8d087297e4,0.06,0,0
17a3f09c31,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,f4b134a4a0,43acd80c1a,0.75,1,1
17a85e8a71,ec62ce61e3,6b4ae3f25d,87006cb40e,b4f37e7a4b,,767e3af396,056b1621ca,0.18,0,0
17a87dcf10,c3d3a8e8c6,f2333c90fb,419bc5b424,f6148afbc0,271.0,f19b696462,93eca6d05b,0.4,0,0
17a967af37,e344ab2e71,52f13dac0c,3a80a917a4,98cdc326b3,110.0,2828db3104,7fa50603a5,0.5,0,0
17aa6d3b7f,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,07ecd86180,b966fe1d0f,0.2,0,0
17ab863ee7,e344ab2e71,825fe699ab,8d356854d9,91541c448c,73.0,4c089cfed9,83d42c099e,0.08,0,0
17ac8b6a92,ec62ce61e3,be86806c6b,58f4db5467,3bd2398546,45.0,4da2dc345f,829e799b7e,0.25,0,0
17ad6e2df0,ec62ce61e3,be86806c6b,58f4db5467,3bd2398546,45.0,4da2dc345f,829e799b7e,1.2,0,0
17afb023da,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,037a833d06,43acd80c1a,0.75,1,1
17afcd062b,e344ab2e71,14d373dff5,39532a0f6f,16341715da,92.0,7975b3d6f8,,1.5,0,0
17b04bf913,e344ab2e71,825fe699ab,306281efc0,3721054113,40.0,c4093e7a70,9ac47d9394,0.2,0,0
17b388d7a2,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,,b64ed224b3,0.9,0,0
17b4ff5499,c3d3a8e8c6,91fb12a54a,9c7f775b69,069604523d,179.0,8bf7ef7616,10efe50ed9,0.45,0,0
17b51e3d4b,e344ab2e71,fb3d79909e,b4f6ca38b2,efbcf6d00c,230.0,c766c1eb8c,63243765ed,0.085,0,0
17b51f2512,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,530fa7488f,733ece50b6,0.5,0,0
17b54f22d9,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,b8238a6b5d,251.0,f431a4dab4,e5fa2de327,0.08,0,0
17b6be44fd,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,a291097aa9,47271cce08,0.45,0,0
17b8225e57,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,e75db9ca9c,9cc12dc90b,0.35,0,0
17bb51b7f3,c3d3a8e8c6,f2333c90fb,419bc5b424,6abb00f304,271.0,45cb1d02fc,fb640b0a7e,0.25,0,0
17bdd2abcf,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,bb728bac2c,6095a12695,0.5,0,0
17bde90c6c,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,533146a84c,e4922ce6da,0.75,0,1
17c0fdae8e,ec62ce61e3,4202626fcb,88a515c084,acd4fdb9dd,172.0,09af396850,6def758606,0.45,0,0
17c23312c2,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,a7e8f1cc02,220.0,19df40a9b5,9eaff48661,0.3,0,0
17c49a93fa,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,9e41c8da06,cbd2177c8b,0.1,0,0
17c4c15b30,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,b3d72cc9a2,67a1769efa,0.5,0,0
17c557c741,c3d3a8e8c6,de6f3b925a,84eedb1e8a,ba6bae79c0,232.0,5b4138b908,a47c6ba194,0.18,0,0
17cc363e08,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,032202eff9,085f51bb5d,0.325,0,0
17ce87d7ea,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,d3c4073308,1.0,ad44e4ef7b,5bde05c525,0.973,0,0
17cf30a21a,e344ab2e71,749c619457,2f16910df5,4f04a7a7a7,165.0,9c606be231,5e9f6ff832,0.2,0,1
17cf3963fb,c3d3a8e8c6,034aca0659,6826908da1,dfa74aef29,3.0,4da2dc345f,e6af81215a,1.0,0,0
17d196b041,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,0d6f137fb6,f8fc67472b,0.2,0,0
17d225be64,ec62ce61e3,be86806c6b,58f4db5467,0216d905a3,45.0,0d6f137fb6,831e68e2b2,0.15,0,0
17d2e56891,c3d3a8e8c6,f93982269d,0bcfc6519b,b4b0e4c470,259.0,63d8ead733,c94a591352,0.5,0,0
17d3d0bd9a,e344ab2e71,1d2939ba1d,1876935d56,b17eb884f4,148.0,35e8e6c2cb,33d06c03f1,0.05,0,0
17d4ba1d34,c3d3a8e8c6,ad2b2e17d2,d7ca614c25,38f1b9511d,241.0,9682c727f5,cabf322aec,0.23,0,0
17d787af67,c3d3a8e8c6,f93982269d,0bcfc6519b,b4b0e4c470,259.0,8c5bbbc5dd,794f39fea5,1.0,0,0
17da6b1fb7,c3d3a8e8c6,70ac384d6a,f24047023a,c96428b201,317.0,f8519dcac3,f91c85d1c1,0.2,0,0
17de0ba86f,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,4da2dc345f,342f940693,0.12,0,0
17de79ce67,e344ab2e71,ed2ad1797c,4bd2772432,33309c4145,205.0,4f2987d206,b9119b4eb0,0.2,0,0
17e442bbca,c3d3a8e8c6,f2333c90fb,78800e7c84,96e78da403,263.0,3c7c9c8979,b65be51e2c,1.0,0,0
17e95e461c,e344ab2e71,ed2ad1797c,1d7d3cc9e8,aeb0ead42d,51.0,,79085f9f38,0.095,0,0
17ea885c9f,e344ab2e71,1d2939ba1d,da13a5d82a,c6789438a4,148.0,a6adcd5b55,c4e167b91e,0.122,0,0
17eaffd988,c3d3a8e8c6,f2333c90fb,419bc5b424,499cfd1ba2,113.0,,8fecc702e5,0.4,0,0
17eb1b85e8,e344ab2e71,14d373dff5,ae662a854c,5aa8fc9abd,132.0,576e498eb5,f1ed7b026a,5.0,0,0
17f1a9588a,c3d3a8e8c6,70ac384d6a,53193cb717,20ecb336c3,317.0,a6628112bc,f91c85d1c1,0.2,0,0
17f78becc9,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,ab230258e9,43acd80c1a,0.65,1,0
17f8de1191,c3d3a8e8c6,f93982269d,0bcfc6519b,b4b0e4c470,259.0,a112342c8e,a14a6f7045,0.64,0,0
17fda7b4fc,e344ab2e71,749c619457,a50a028f07,403e4335cf,321.0,0d6f137fb6,43acd80c1a,0.75,1,1
1800554a86,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,2ebd35ac5d,bddbc0b964,0.2,0,0
1800f7f4f8,c3d3a8e8c6,034aca0659,453baf42c5,0452459ee2,151.0,0d6f137fb6,e6af81215a,1.0,0,0
18023ad45d,e344ab2e71,14d373dff5,39532a0f6f,16341715da,92.0,ad2b5342fa,56a46437c9,0.45,0,0
18071d2a89,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,,9a539ad6e9,0.1,0,0
180b76493d,c3d3a8e8c6,de6f3b925a,68b1fb172a,9b5cb21dca,,de5f822702,6e7976fe40,0.2,0,0
180c742488,c3d3a8e8c6,de6f3b925a,cf854d5a22,c1905c922c,192.0,37fd7fe235,57ee56f098,1.0,0,0
180dc2a5a8,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,60a177841d,27a47c64e1,0.33,0,0
181026637a,c3d3a8e8c6,ad2b2e17d2,d7ca614c25,b201a329b9,214.0,,614895d6cd,0.18,0,0
1810c90583,e344ab2e71,703f4b6eb0,0c37077fa0,1ab61a3fd4,209.0,02fad1a4a2,bf8fc0055c,0.18,0,0
18140c8ee4,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,4eb4f655b3,179cc45ffc,0.06,0,0
18146ab11b,e344ab2e71,749c619457,31e6505ae0,6e4d7515db,190.0,f092c02319,04691400d2,0.7,0,1
1815998759,ec62ce61e3,36bd2cad67,edbe75f28a,22aaba47b2,75.0,0d6f137fb6,2d5c53ab8a,0.07400000000000001,0,0
1815b1f9d7,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,0b334f7571,08dbce4deb,0.4,0,0
1816702121,ec62ce61e3,93073a7304,b30f37e434,82089899ce,260.0,0d6f137fb6,dc3e1f1386,0.405,0,0
1816bb025b,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,032202eff9,ca1ac137e8,0.33,0,0
18181c2642,c3d3a8e8c6,034aca0659,453baf42c5,8ac89701f8,281.0,0d6f137fb6,6bc8b3c476,0.2,0,0
181917803f,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,e9a74da8a7,85.0,33695ef8e6,4825a92b1d,0.5,0,0
181a6a5506,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,6e2ac6bfe9,d33f3f7719,0.55,0,0
181b5fec9a,c3d3a8e8c6,de6f3b925a,d36150c93e,bccc635603,96.0,5b4138b908,a47c6ba194,0.4,0,0
181b640a97,c3d3a8e8c6,de6f3b925a,84eedb1e8a,ba6bae79c0,232.0,0acf1cc54d,19343ea24a,0.12,0,0
181ca262b6,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,7a9130f356,a53109935e,0.3,0,0
181d240492,ec62ce61e3,be86806c6b,58f4db5467,7ca15682f9,45.0,b06ace74de,829e799b7e,0.25,0,0
181d3fe90a,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,ab230258e9,43acd80c1a,0.4,1,0
181f054eab,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,dd32476573,140.0,149effc9b3,a2a30fbd43,0.5,0,0
1827e01b35,c3d3a8e8c6,6f624f4be0,661f729aab,45b3cc3cdd,292.0,7c5ef6c53a,96e497930f,0.1,0,0
182a18ddf1,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,4da2dc345f,3d5fa382c3,0.5,0,0
182fc79796,e344ab2e71,14d373dff5,1908d94f93,10fb31cfae,163.0,a3a2b94698,ed188f8c2f,0.25,0,0
1830284df8,ec62ce61e3,be86806c6b,58f4db5467,3bd2398546,45.0,0d6f137fb6,b3f40762f0,0.1,0,0
1830e78199,e344ab2e71,14d373dff5,3e810ee449,dcf1c1e6de,223.0,42f18971aa,0eaa7e40a7,0.33,0,0
18313ad44f,e344ab2e71,fb3d79909e,b4f6ca38b2,efbcf6d00c,230.0,c766c1eb8c,63243765ed,0.085,0,0
183340981f,e344ab2e71,14d373dff5,39532a0f6f,e66f0cae96,92.0,c2a86ae539,f4991c8355,0.45,0,0
1833e0a3d6,c3d3a8e8c6,034aca0659,453baf42c5,8ac89701f8,281.0,3112dc91f2,e6af81215a,0.12,0,0
18340923a2,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,e3a3ca4770,bac53efcf9,0.08,0,0
18341cc896,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,6b84ef0c83,157.0,4da2dc345f,ac6b903f1e,0.09,0,0
183791e042,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,3d648097f6,85.0,a547aa5c4e,c1c958145b,1.0,0,0
183a0e20c6,e344ab2e71,ed2ad1797c,6fbda2e7e2,13ad198857,187.0,2f3dd37caa,7020559708,0.08,0,0
183a81dea4,e344ab2e71,ed2ad1797c,1d7d3cc9e8,fcb0f987f9,51.0,4b0619b5cc,3a775b3416,0.325,0,0
183b703cde,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,f7f27db2c7,7dbdbf9ca2,0.37,0,0
184295f7fa,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,ea02ccd3da,505a0d78f5,0.08,0,0
184397f6dc,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,73697023d8,477558e237,1.0,0,0
1844cd6393,c3d3a8e8c6,034aca0659,b67737054d,3618d329f6,104.0,0d6f137fb6,e6af81215a,0.5,0,0
1845a7d29b,ec62ce61e3,f980df59e1,673d4e26b5,3844f48aa2,274.0,b06ace74de,2d5c53ab8a,0.09300000000000001,0,0
1845e6bede,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,1050e05893,4f276b13c1,0.9,0,0
1846b0ba1e,e344ab2e71,14d373dff5,3e810ee449,dcf1c1e6de,223.0,0d6f137fb6,5505940c22,1.5,0,0
1846f71282,c3d3a8e8c6,de6f3b925a,cf854d5a22,c1905c922c,192.0,,db634a3277,0.3,0,0
1847915cd3,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,5643b83ba0,ee588c0daf,0.1,0,0
1847b589a1,e344ab2e71,749c619457,5e89a8adcc,d453d4e1e8,165.0,9f301c7167,5f9639cd14,0.75,0,1
18483e1c95,ec62ce61e3,be86806c6b,58f4db5467,7ca15682f9,45.0,0d6f137fb6,4db54b0078,0.08,0,0
184981d41a,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,,8f84930672,0.3,0,0
184e29b5b8,ec62ce61e3,8a277809e5,d605ac2b79,fbbd117fd7,102.0,0d6f137fb6,7f846a8dac,0.14,0,0
185000f600,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,282b1aadcd,213.0,13ae65b6f5,39b57671c6,0.45,0,0
18528d5e38,c3d3a8e8c6,f2333c90fb,419bc5b424,f7c957d825,271.0,4da2dc345f,ecaf4d38a1,0.3,0,0
1855d0ca04,e344ab2e71,ed2ad1797c,e352acced9,303ab56ed3,147.0,,0b6beebec4,0.45,0,0
18561599b7,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,399018cdea,85.0,8706b2f884,3034fb4c4a,0.93,0,0
185c43e89b,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,763d0ec069,2f6c593a1d,1.0,0,0
185ece7ce4,e344ab2e71,14d373dff5,ae662a854c,17a11d08ec,132.0,172897b405,bfa883f790,1.5,0,0
185efea7dd,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,,f6ebd0389d,0.3,0,0
1862c9ac47,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,7525f31840,acafa63281,1.0,0,0
1867a82a5e,e344ab2e71,14d373dff5,3e810ee449,dcf1c1e6de,223.0,c751ca49de,43acd80c1a,0.501,1,0
18694eef75,e344ab2e71,1d2939ba1d,8ed20e5baf,56487edbdd,255.0,1ced8f8e25,41aa9501e1,0.055,0,0
1869d85409,c3d3a8e8c6,d283080a93,f976a3c5f9,8a98376bb8,48.0,9f9599023b,74b4d6a7c3,0.45,0,0
186ad3cdd5,e344ab2e71,ed2ad1797c,e352acced9,303ab56ed3,147.0,4c089cfed9,83d42c099e,0.35,0,0
186b44f785,e344ab2e71,52f13dac0c,d3cfe81323,aa388bf81c,,0d6f137fb6,90a730d806,0.7,0,0
186bc32833,ec62ce61e3,f980df59e1,673d4e26b5,2132687ebe,274.0,0d6f137fb6,6e2beb04cc,0.018000000000000002,0,0
186ccb5789,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,d5ae54b3ae,daaf951291,0.25,0,0
187035ea3d,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,4da2dc345f,7cbd3b61ca,0.35,0,0
18717c9004,ec62ce61e3,4202626fcb,98cdade1f6,6dc2d38f63,260.0,f012a390e2,1962dd9523,0.05,0,0
1872891580,e344ab2e71,14d373dff5,3e810ee449,dcf1c1e6de,223.0,,d65ef261f9,0.5,0,0
1872a00876,e344ab2e71,1d2939ba1d,1876935d56,68d404447a,148.0,fdf3a603e1,c80b2b9e4b,0.25,0,0
1873a6a581,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,36df352cfc,69.0,,0edbc3c84d,0.34,0,0
1879329e82,c3d3a8e8c6,6f624f4be0,661f729aab,4ed2e6ce2e,292.0,1883d67982,eda4a07475,0.1,0,0
187a29159b,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,631564be4a,43acd80c1a,0.75,1,1
187a525dab,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,8bbeabc581,212.0,0d6f137fb6,a12010f198,0.35,0,0
187bbab7c2,e344ab2e71,703f4b6eb0,8a37c27a14,8587e8dfd1,119.0,,97f3290d80,0.16,0,0
187d88cc81,c3d3a8e8c6,70ac384d6a,f24047023a,c96428b201,317.0,657f9d2bda,c50bb1e921,0.2,0,0
187f8551bb,c3d3a8e8c6,f2333c90fb,78800e7c84,e46b6a67e5,263.0,5cf43b6ccf,c71c32c1cc,1.0,0,0
187fd7fca4,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,282b1aadcd,213.0,aec13c7ddc,bc305a9c57,0.45,0,0
18829bea66,c3d3a8e8c6,c2a3ea8d5e,b7cda0ec0c,6376f2a852,123.0,93cd0eedb7,9bf22f98da,0.4,0,0
18885d9b88,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,,7e77d0af12,0.2,0,0
188992358e,c3d3a8e8c6,f2333c90fb,419bc5b424,f7c957d825,271.0,089669cb44,32e4647573,0.26,0,0
188a33613c,ec62ce61e3,4202626fcb,88a515c084,e2b7fba5ee,172.0,ab05c450da,04434b96e3,0.15,0,0
188aae862e,e344ab2e71,749c619457,31e6505ae0,6e4d7515db,190.0,9be9ef4d8b,4a0439561c,0.5,0,1
188ab574aa,c3d3a8e8c6,de6f3b925a,d36150c93e,bccc635603,96.0,,e2fa0e84e4,0.5,0,0
188b73b8fc,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,36df352cfc,69.0,fc064bd218,9311a0b449,0.45,0,0
188d24062b,e344ab2e71,14d373dff5,3e810ee449,4f9abae76a,198.0,d03647ace5,25c89a3092,2.0,0,0
188e02d1fd,e344ab2e71,703f4b6eb0,8b5cca6319,bf375b7a11,119.0,eb856243c2,d6c656575f,0.14,0,0
188ff00700,e344ab2e71,52f13dac0c,3a80a917a4,44fb9ca1fc,43.0,5a7af67f9a,7288da513e,0.15,0,0
18903a7373,c3d3a8e8c6,c2a3ea8d5e,b7cda0ec0c,b4588cbd0e,123.0,,b75023d99d,0.3,0,0
189076086c,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,9821703f77,ff98ad8348,0.25,0,0
1890cc6549,ec62ce61e3,6b4ae3f25d,87006cb40e,b4f37e7a4b,,585124a4e4,6afe337e49,0.01,0,0
1895385d08,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,9ea7822731,37.0,83d7d2b0cd,97da9b58bc,0.045,0,0
18954e6149,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,3d648097f6,85.0,859cac33e9,ecd0787920,0.835,0,0
18968afca3,e344ab2e71,ed2ad1797c,b235427590,3ae8650fab,217.0,855cf134dc,757bdd0952,0.01,0,0
18972ac2ca,e344ab2e71,703f4b6eb0,0c37077fa0,1ab61a3fd4,209.0,,5db4ae928c,0.2,0,0
18975dbe7f,e344ab2e71,63852cb2ab,26a31f671c,f5dac65023,161.0,47a34f76b8,5456ab527e,0.024,0,0
189813e461,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,4da2dc345f,c0ccc88ba2,0.3,0,0
189ace87aa,e344ab2e71,52f13dac0c,3a80a917a4,98cdc326b3,110.0,3fca5568e2,43acd80c1a,0.25,1,0
189bf7bc0e,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,0d6f137fb6,71cee68db7,0.4,0,0
189c6afec9,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,c8e6a913d9,ad34b93cec,0.2,0,0
189d7d0f40,e344ab2e71,749c619457,a50a028f07,403e4335cf,321.0,d532021d9b,c3db5d9565,0.75,0,1
189ed42a76,e344ab2e71,14d373dff5,39532a0f6f,4e976159f7,92.0,0712433df5,9b9c325fd4,0.568,0,0
18a1da5942,ec62ce61e3,c6e84cdac8,1eccbc65f5,89906089c7,80.0,7fd7cc618b,b2e85ac616,0.02,0,0
18a2304eb9,e344ab2e71,749c619457,f3112c7d88,874a9f68b0,117.0,,f4304ecdc5,0.5,0,1
18a3ee710e,e344ab2e71,ed2ad1797c,aa6b40d30b,634a07df3a,149.0,,ddb087516d,0.3,0,0
18a4118fd6,e344ab2e71,1d2939ba1d,1876935d56,68d404447a,148.0,,d06dd2fd22,0.41200000000000003,0,0
18a5781c32,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,ce581156d6,220.0,721b88a00c,a53109935e,0.25,0,0
18a6a73df0,ec62ce61e3,93073a7304,b30f37e434,6b25a7c74c,260.0,93801bf980,cdd9289ba8,0.35,0,0
18a78dd588,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,5537b83d04,5f9639cd14,0.31,0,0
18a92f4056,c3d3a8e8c6,ad2b2e17d2,d7ca614c25,8f16496266,60.0,0d6f137fb6,3b02f2f57c,0.27,0,0
18af6b149b,c3d3a8e8c6,ad2b2e17d2,d7ca614c25,b201a329b9,214.0,b52c32a165,25db60dc34,0.2,0,0
18b015b216,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,4188131ffe,f4304ecdc5,0.75,0,1
18b0177886,e344ab2e71,14d373dff5,ae662a854c,17a11d08ec,132.0,03f107f6fa,3cb78afb19,1.5,0,0
18b28caaee,e344ab2e71,14d373dff5,1908d94f93,6fbef3aad4,163.0,46a4303943,f34d3a5ecb,0.33,0,0
18b311f0fb,ec62ce61e3,6b4ae3f25d,684e628403,a08fc229db,40.0,,92794e3b16,0.036000000000000004,0,0
18b423db43,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,0d6f137fb6,e5a5f58073,0.5,0,0
18b48166c8,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,8556e265de,140.0,c5e81c390b,12ce491331,0.36,0,0
18b76be171,c3d3a8e8c6,ad2b2e17d2,d7ca614c25,8f16496266,60.0,97eab1c4c5,d6f516648e,0.38,0,0
18b89605a8,e344ab2e71,52f13dac0c,38816369ce,27563baed9,,0d6f137fb6,e0ae0bb88f,0.35,0,0
18b8bf3630,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,a7f99ee7ff,b433a09348,0.18,0,0
18bbaf5cb1,ec62ce61e3,6b4ae3f25d,a07cfba194,5220930373,,c19a1dbc44,0fa959d95a,0.215,0,0
18c1b7dca3,c3d3a8e8c6,de6f3b925a,a88747f900,4f6d0b2597,192.0,,90eca2101e,0.2,0,0
18c22aeba9,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,ceb58b29d8,5532004967,0.75,0,1
